Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[3]     43.6    0.06    0.72 1469181         std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
                0.01    0.60 1469181/1469181     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [4]
                0.01    0.04 1469171/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.01    0.02 1469181/1469181     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::end() [38]
                0.01    0.00 2938352/2938352     std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >::operator*() const [63]
                0.01    0.00 1469181/1469191     std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >::operator==(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > > const&) const [67]
                0.01    0.00    5020/5040        std::allocator<point>::allocator() [70]
                0.00    0.00    5020/5020        std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::insert(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [91]
                0.00    0.00    5020/5020        std::pair<point const, std::vector<point, std::allocator<point> > >::pair(point const&, std::vector<point, std::allocator<point> > const&) [98]
                0.00    0.00    5020/1272600     std::vector<point, std::allocator<point> >::~vector() [15]
                0.00    0.00    5020/10040       std::pair<point const, std::vector<point, std::allocator<point> > >::~pair() [99]
                0.00    0.00    5020/5040        std::vector<point, std::allocator<point> >::vector(std::allocator<point> const&) [118]
                0.00    0.00    5020/3878439     std::allocator<point>::~allocator() [42]
                0.00    0.00 1469171/1469171     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::key_comp() const [143]
-----------------------------------------------
                0.01    0.60 1469181/1469181     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
[4]     34.0    0.01    0.60 1469181         std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [4]
                0.05    0.55 1469181/1469181     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [5]
-----------------------------------------------
                0.05    0.55 1469181/1469181     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [4]
[5]     33.5    0.05    0.55 1469181         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [5]
                0.05    0.34 12637001/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.09    0.05 12637001/12637001     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_key(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > const*) [16]
                0.01    0.00 1469181/1469201     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_begin() [66]
                0.01    0.00 6319594/6329614     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_right(std::_Rb_tree_node_base*) [60]
                0.00    0.00 1469181/1476738     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_end() [88]
                0.00    0.00 1469181/2943402     std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > >*) [87]
                0.00    0.00 6317407/6322427     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_left(std::_Rb_tree_node_base*) [141]
-----------------------------------------------
                0.00    0.00    2506/16210530     std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, double> const&) [115]
                0.00    0.00    2517/16210530     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_M_insert(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [94]
                0.00    0.00   10010/16210530     std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [113]
                0.00    0.00   10010/16210530     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::insert_unique(std::_Rb_tree_iterator<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::pair<point const, std::vector<point, std::allocator<point> > > const&) [92]
                0.00    0.01  203748/16210530     std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
                0.01    0.04 1469171/16210530     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
                0.01    0.05 1875567/16210530     std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [23]
                0.05    0.34 12637001/16210530     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [5]
[6]     27.8    0.06    0.44 16210530         std::less<point>::operator()(point const&, point const&) const [6]
                0.44    0.00 16210530/16210530     operator<(point const&, point const&) [7]
-----------------------------------------------
                0.44    0.00 16210530/16210530     std::less<point>::operator()(point const&, point const&) const [6]
[7]     24.4    0.44    0.00 16210530         operator<(point const&, point const&) [7]
-----------------------------------------------
                0.00    0.00      10/1267560     std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::priority_queue(heapCompare const&, std::vector<point, std::allocator<point> > const&) [130]
                0.00    0.00    5020/1267560     std::pair<point const, std::vector<point, std::allocator<point> > >::pair(point const&, std::vector<point, std::allocator<point> > const&) [98]
                0.00    0.00    5020/1267560     std::pair<point const, std::vector<point, std::allocator<point> > >::pair(std::pair<point const, std::vector<point, std::allocator<point> > > const&) [97]
                0.01    0.30 1257510/1267560     grafo::insert(point) [2]
[8]     17.3    0.01    0.30 1267560         std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> > const&) [8]
                0.02    0.18 1267560/1267560     point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, point>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, std::allocator<point>) [10]
                0.01    0.02 1267560/2620636     std::vector<point, std::allocator<point> >::size() const [24]
                0.00    0.03 1267560/1267560     std::_Vector_base<point, std::allocator<point> >::_Vector_base(unsigned int, std::allocator<point> const&) [39]
                0.01    0.00 2535120/3878439     std::allocator<point>::~allocator() [42]
                0.01    0.00 1267560/1267560     std::_Vector_base<point, std::allocator<point> >::get_allocator() const [54]
                0.00    0.00 1267560/3900854     std::vector<point, std::allocator<point> >::begin() const [48]
                0.00    0.00 1267560/2605839     std::_Vector_base<point, std::allocator<point> >::_M_get_Tp_allocator() [64]
                0.00    0.00 1267560/3873399     std::allocator<point>::allocator(std::allocator<point> const&) [76]
                0.00    0.00 1267560/3894530     std::vector<point, std::allocator<point> >::end() const [86]
-----------------------------------------------
                0.00    0.22      10/10          main [1]
[9]     12.3    0.00    0.22      10         grafo::dijkstra(double const&, point const&) [9]
                0.01    0.08  170061/1469181     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
                0.01    0.05  117772/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
                0.00    0.03    6324/6324        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::pop() [32]
                0.00    0.01      10/10          grafo::initialize() [51]
                0.00    0.01    6324/6324        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::push(point const&) [73]
                0.01    0.00    6334/6334        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::empty() const [81]
                0.01    0.00    6324/6324        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::top() const [82]
                0.00    0.00   58603/2620636     std::vector<point, std::allocator<point> >::size() const [24]
                0.00    0.00  111458/3940682     std::vector<point, std::allocator<point> >::operator[](unsigned int) [29]
                0.00    0.00      10/5040        std::allocator<point>::allocator() [70]
                0.00    0.00      10/10          std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::priority_queue(heapCompare const&, std::vector<point, std::allocator<point> > const&) [130]
                0.00    0.00      10/1272600     std::vector<point, std::allocator<point> >::~vector() [15]
                0.00    0.00      10/10          std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::~priority_queue() [131]
                0.00    0.00      10/5040        std::vector<point, std::allocator<point> >::vector(std::allocator<point> const&) [118]
                0.00    0.00      10/3878439     std::allocator<point>::~allocator() [42]
                0.00    0.00   71534/1329044     distancia(point, point) [145]
                0.00    0.00    6334/11374       point::point(double, double) [163]
-----------------------------------------------
                0.02    0.18 1267560/1267560     std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> > const&) [8]
[10]    10.8    0.02    0.18 1267560         point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, point>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, std::allocator<point>) [10]
                0.00    0.18 1267560/1267560     point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*) [14]
-----------------------------------------------
                0.00    0.19 1262530/1262530     grafo::insert(point) [2]
[11]    10.7    0.00    0.19 1262530         __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::find<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&) [11]
                0.05    0.14 1262530/1262530     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__find<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&, std::random_access_iterator_tag) [12]
                0.01    0.00 1262530/1262530     std::iterator_traits<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [89]
-----------------------------------------------
                0.05    0.14 1262530/1262530     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::find<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&) [11]
[12]    10.4    0.05    0.14 1262530         __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__find<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&, std::random_access_iterator_tag) [12]
                0.08    0.00 8187230/9449760     operator==(point const&, point const&) [21]
                0.03    0.00 2525060/2537718     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::difference_type __gnu_cxx::operator-<point*, point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [37]
                0.02    0.00 8187230/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
                0.01    0.00 8187230/8382529     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator++() [58]
-----------------------------------------------
                0.06    0.12 1267560/1267560     point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*) [14]
[13]    10.0    0.06    0.12 1267560         point* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, __false_type) [13]
                0.05    0.02 8197280/8197280     bool __gnu_cxx::operator!=<point const*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&) [25]
                0.04    0.01 6929720/6987522     void std::_Construct<point, point>(point*, point const&) [27]
                0.00    0.00 6929720/6936044     __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::operator*() const [85]
                0.00    0.00 6929720/6929720     __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::operator++() [140]
-----------------------------------------------
                0.00    0.18 1267560/1267560     point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, point>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, std::allocator<point>) [10]
[14]    10.0    0.00    0.18 1267560         point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*) [14]
                0.06    0.12 1267560/1267560     point* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, __false_type) [13]
-----------------------------------------------
                0.00    0.00      10/1272600     std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::~priority_queue() [131]
                0.00    0.00      10/1272600     grafo::~grafo() [106]
                0.00    0.00      10/1272600     grafo::dijkstra(double const&, point const&) [9]
                0.00    0.00    5020/1272600     std::map<point, std::vector<point, std::allocator<point> >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::operator[](point const&) [3]
                0.00    0.00   10040/1272600     std::pair<point const, std::vector<point, std::allocator<point> > >::~pair() [99]
                0.01    0.14 1257510/1272600     grafo::insert(point) [2]
[15]     8.4    0.01    0.14 1272600         std::vector<point, std::allocator<point> >::~vector() [15]
                0.00    0.11 1272600/1272600     void std::_Destroy<point*, point>(point*, point*, std::allocator<point>) [17]
                0.01    0.01 1272600/1272600     std::_Vector_base<point, std::allocator<point> >::~_Vector_base() [47]
                0.00    0.00 1272600/3878439     std::allocator<point>::~allocator() [42]
                0.00    0.00 1272600/2605839     std::_Vector_base<point, std::allocator<point> >::_M_get_Tp_allocator() [64]
                0.00    0.00 1272600/3873399     std::allocator<point>::allocator(std::allocator<point> const&) [76]
-----------------------------------------------
                0.09    0.05 12637001/12637001     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::lower_bound(point const&) [5]
[16]     7.5    0.09    0.05 12637001         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_key(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > const*) [16]
                0.05    0.00 12637001/12637001     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_value(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > const*) [28]
                0.00    0.00 12637001/12662055     std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >::operator()(std::pair<point const, std::vector<point, std::allocator<point> > > const&) const [83]
-----------------------------------------------
                0.00    0.11 1272600/1272600     std::vector<point, std::allocator<point> >::~vector() [15]
[17]     6.1    0.00    0.11 1272600         void std::_Destroy<point*, point>(point*, point*, std::allocator<point>) [17]
                0.01    0.10 1272600/1272600     void std::_Destroy<point*>(point*, point*) [18]
-----------------------------------------------
                0.01    0.10 1272600/1272600     void std::_Destroy<point*, point>(point*, point*, std::allocator<point>) [17]
[18]     6.1    0.01    0.10 1272600         void std::_Destroy<point*>(point*, point*) [18]
                0.04    0.06 1272600/1272600     void std::__destroy_aux<point*>(point*, point*, __false_type) [20]
-----------------------------------------------
                0.00    0.00      10/203758      main [1]
                0.00    0.00    5030/203758      grafo::initialize() [51]
                0.00    0.04   80946/203758      heapCompare::operator()(point const&, point const&) const [31]
                0.01    0.05  117772/203758      grafo::dijkstra(double const&, point const&) [9]
[19]     5.8    0.01    0.09  203758         std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
                0.00    0.09  203758/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [22]
                0.00    0.01  203748/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.00    0.00    5020/5020        std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::insert(std::_Rb_tree_iterator<std::pair<point const, double> >, std::pair<point const, double> const&) [112]
                0.00    0.00  407506/407506      std::_Rb_tree_iterator<std::pair<point const, double> >::operator*() const [152]
                0.00    0.00  203758/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::end() [156]
                0.00    0.00  203758/203768      std::_Rb_tree_iterator<std::pair<point const, double> >::operator==(std::_Rb_tree_iterator<std::pair<point const, double> > const&) const [155]
                0.00    0.00  203748/203748      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::key_comp() const [158]
                0.00    0.00    5020/5020        std::pair<point const, double>::pair(point const&, double const&) [184]
-----------------------------------------------
                0.04    0.06 1272600/1272600     void std::_Destroy<point*>(point*, point*) [18]
[20]     5.5    0.04    0.06 1272600         void std::__destroy_aux<point*>(point*, point*, __false_type) [20]
                0.03    0.02 6976350/7034152     void std::_Destroy<point>(point*) [26]
-----------------------------------------------
                0.01    0.00 1262530/9449760     operator!=(point const&, point const&) [30]
                0.08    0.00 8187230/9449760     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__find<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&, std::random_access_iterator_tag) [12]
[21]     5.0    0.09    0.00 9449760         operator==(point const&, point const&) [21]
-----------------------------------------------
                0.00    0.09  203758/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
[22]     4.9    0.00    0.09  203758         std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [22]
                0.01    0.08  203758/203758      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [23]
-----------------------------------------------
                0.01    0.08  203758/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [22]
[23]     4.9    0.01    0.08  203758         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::lower_bound(point const&) [23]
                0.01    0.05 1875567/16210530     std::less<point>::operator()(point const&, point const&) const [6]
                0.01    0.01 1875567/1875567     std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_key(std::_Rb_tree_node<std::pair<point const, double> > const*) [46]
                0.00    0.00  958636/968656      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_right(std::_Rb_tree_node_base*) [149]
                0.00    0.00  916931/921951      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_S_left(std::_Rb_tree_node_base*) [150]
                0.00    0.00  203758/203779      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_begin() [154]
                0.00    0.00  203758/211324      std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_end() [153]
                0.00    0.00  203758/412556      std::_Rb_tree_iterator<std::pair<point const, double> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<point const, double> >*) [151]
-----------------------------------------------
                0.00    0.00    5030/2620636     grafo::initialize() [51]
                0.00    0.00   21893/2620636     std::vector<point, std::allocator<point> >::_M_insert_aux(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&) [75]
                0.00    0.00   58603/2620636     grafo::dijkstra(double const&, point const&) [9]
                0.01    0.02 1267550/2620636     grafo::insert(point) [2]
                0.01    0.02 1267560/2620636     std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> > const&) [8]
[24]     3.8    0.02    0.05 2620636         std::vector<point, std::allocator<point> >::size() const [24]
                0.03    0.00 2620636/2620636     __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::difference_type __gnu_cxx::operator-<point const*, point const*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&) [33]
                0.01    0.00 2620636/3900854     std::vector<point, std::allocator<point> >::begin() const [48]
                0.00    0.00 2620636/3894530     std::vector<point, std::allocator<point> >::end() const [86]
-----------------------------------------------
                0.05    0.02 8197280/8197280     point* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, __false_type) [13]
[25]     3.6    0.05    0.02 8197280         bool __gnu_cxx::operator!=<point const*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&) [25]
                0.02    0.00 16394560/21648500     __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::base() const [44]
-----------------------------------------------
                0.00    0.00   57802/7034152     void std::__destroy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [103]
                0.03    0.02 6976350/7034152     void std::__destroy_aux<point*>(point*, point*, __false_type) [20]
[26]     3.3    0.04    0.02 7034152         void std::_Destroy<point>(point*) [26]
                0.02    0.00 7034152/7040476     point::~point() [41]
-----------------------------------------------
                0.00    0.00   57802/6987522     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __false_type) [102]
                0.04    0.01 6929720/6987522     point* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*>(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >, point*, __false_type) [13]
[27]     2.8    0.04    0.01 6987522         void std::_Construct<point, point>(point*, point const&) [27]
                0.01    0.00 6987522/7050516     operator new(unsigned int, void*) [59]
-----------------------------------------------
