Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[214]    0.0    0.00    0.00      10         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_M_root() [214]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[215]    0.0    0.00    0.00      10         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [215]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~allocator() [223]
                0.00    0.00       1/2           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~allocator() [224]
[216]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~new_allocator() [216]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [241]
[217]    0.0    0.00    0.00       1         global constructors keyed to dist [217]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [218]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to dist [217]
[218]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [218]
                0.00    0.00       1/1           std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::map() [226]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&) [222]
[219]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&) [219]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator<std::pair<point const, double> >(std::allocator<std::pair<point const, double> > const&) [221]
[220]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::new_allocator() [220]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree(std::less<point> const&, std::allocator<std::pair<point const, double> > const&) [230]
[221]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator<std::pair<point const, double> >(std::allocator<std::pair<point const, double> > const&) [221]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::new_allocator() [220]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree_impl<std::less<point>, false>::_Rb_tree_impl(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&, std::less<point> const&) [228]
[222]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&) [222]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&) [219]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree(std::less<point> const&, std::allocator<std::pair<point const, double> > const&) [230]
[223]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~allocator() [223]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~new_allocator() [216]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree_impl<std::less<point>, false>::~_Rb_tree_impl() [229]
[224]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~allocator() [224]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~new_allocator() [216]
-----------------------------------------------
                0.00    0.00       1/1           std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::map() [226]
[225]    0.0    0.00    0.00       1         std::allocator<std::pair<point const, double> >::allocator() [225]
                0.00    0.00       1/10041       __gnu_cxx::new_allocator<std::pair<point const, double> >::new_allocator() [167]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [218]
[226]    0.0    0.00    0.00       1         std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::map() [226]
                0.00    0.00       1/1           std::allocator<std::pair<point const, double> >::allocator() [225]
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree(std::less<point> const&, std::allocator<std::pair<point const, double> > const&) [230]
                0.00    0.00       1/10041       std::allocator<std::pair<point const, double> >::~allocator() [169]
-----------------------------------------------
                0.00    0.00       1/1           __tcf_1 [248]
[227]    0.0    0.00    0.00       1         std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::~map() [227]
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::~_Rb_tree() [231]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree(std::less<point> const&, std::allocator<std::pair<point const, double> > const&) [230]
[228]    0.0    0.00    0.00       1         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree_impl<std::less<point>, false>::_Rb_tree_impl(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&, std::less<point> const&) [228]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&) [222]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::~_Rb_tree() [231]
[229]    0.0    0.00    0.00       1         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree_impl<std::less<point>, false>::~_Rb_tree_impl() [229]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::~allocator() [224]
-----------------------------------------------
                0.00    0.00       1/1           std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::map() [226]
[230]    0.0    0.00    0.00       1         std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree(std::less<point> const&, std::allocator<std::pair<point const, double> > const&) [230]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<point const, double> > >::allocator<std::pair<point const, double> >(std::allocator<std::pair<point const, double> > const&) [221]
                0.00    0.00       1/1           std::_Rb_tree<point, std::pair<point const, double>, std::_Select1st<std::pair<point const, double> >, std::less<point>, std::allocator<std::pair<point const, double> > >::_Rb_tree_impl<std::less<point>, false>::_Rb_tree_impl(std::allocator<std::_Rb_tree_node<std::pair<point const, double> > > const&, std::less<point> const&) [228]
